title,release_year,adjusted_domestic_gross
Taking Sides,2003,322861.4608695652
Naked in New York,1994,2204107.3522267207
ATM,2012,4121.70731707317
True To The Game 3,2021,1204529.0479704796
A Home at the End of the World,2004,1712667.7861302276
Another Day in Paradise,1998,1999850.1791411042
Sasquatch Sunset,2024,1008662.0
Bombshell: The Hedy Lamarr Story,2017,1052233.0477356182
Notorious C.H.O.,2002,1805999.9332962756
Met Opera: Wozzeck,2020,1048404.945904173
Urbania,2000,1884345.993031359
Cool As Ice,1991,2380899.0308370045
Stage Beauty,2004,1292703.2842773953
Russkies,1987,2850913.3309859154
Welcome Home,1989,2611097.070967742
Un indien dans la ville,1996,2063399.7858508604
The Thing Called Love,1993,2240444.860899654
L'Innocent,2022,37403.61052271951
Aria,1988,2733868.787827557
Maggie,2015,248219.46329113923
Memoria,2021,61088.732103321025
Ma Tante Aline,2007,1558556.4804630969
Arctic Tale,2007,1264170.095513748
Twin Falls Idaho,1999,1859491.0588235292
The Climb,2020,284793.19010819163
Tickled,2016,804282.3599999999
Cross My Heart,1987,2838904.6901408453
Sahara,1984,3101681.578440808
Little Dorrit,1988,2724091.293322062
"The Bread, My Sweet",2002,1788105.8721511948
The Zero Theorem,2014,342301.50570342207
The Adventures of the American Rabbit,1986,2934711.722627737
Spun,2003,700977.0130434782
Chain Letter,2010,296729.59559834935
Lost and Found,1979,4427470.876033057
Holy Spider (عنكبوت مقدس),2022,330413.2394943628
Two Family House,2000,1853393.4773519165
Skinwalkers,2007,1545405.672937771
The Nightingale,2019,492737.46734454436
Long Weekend,2021,1181647.456826568
Silver City,2004,1693292.8237162519
The Jesus Music,2021,1179551.070110701
The Castle,1998,1943944.844171779
Cowboy Bebop,2003,1707730.2391304346
Lost Angels,1989,2570014.6258064513
Big Stone Gap,2015,1339826.875949367
Les sept jours du talion,2010,1458722.2998624484
The Innkeepers,2012,107350.62020905923
à la folie... pas du tout,2003,1725487.004347826
The Nutcracker,1998,1946755.1558282208
Winnie-the-Pooh: Blood and Honey 2,2024,533144.0
Whore,1991,2327769.585903084
Straight From The Heart,1999,1901206.6170468186
All Over the Guy,2001,1787640.0542066628
Xiu Xiu: The Sent Down Girl,1999,1899455.337334934
The Girlfriend Experience,2009,1019916.5314685313
The Song,2014,1335822.773130545
Fast Food Nation,2006,1568162.011904762
Nine Days,2021,806127.4007380073
Faith of Our Fathers,2015,1332027.8987341772
Jesus is King,2019,1045131.0129057489
Shiloh,1997,1963139.0654205608
Wallace & Gromit: The Best of Aardman…,1996,2007835.7476099427
Ruby in Paradise,1993,2178905.140484429
The Mean One,2022,657651.329005808
Goya's Ghosts,2007,1517591.9652677279
Meeting Venus,1991,2309173.356828194
Separate Lies,2005,1487902.42703533
Million Dollar Mystery,1987,2767605.633802817
Rescue Me,1993,2175778.5467128027
Wired,1989,2535483.8709677416
March or Die,1977,5188118.811881187
Caravans,1978,4822085.889570552
In the Mood,1987,2764838.028169014
Ryuichi Sakamoto: Coda,2018,147070.5854241338
All Access: Front Row. Backstage. Live!,2001,1766608.4517221907
Duma,2005,1400660.8540706604
Beast,2022,461879.0570550051
Gui lai,2015,500926.7544303797
Falling for Figaro,2021,41660.900369003684
Laufey’s A Night at the Symphony: Hol…,2024,845370.0
American Teen,2008,1376235.254993033
10 Years,2012,278871.15679442504
Noble,2015,460749.88354430377
Powidoki,2017,42898.73194614443
Photograph,2019,423627.2569417286
Twin Town,1997,145325.2785046729
Peggy Guggenheim: Art Addict,2015,661205.7518987341
A Love Song for Bobby Long,2004,264919.86447856005
Heathers,1989,2350682.593548387
Charlie’s Country,2014,52381.40430925222
L’atelier,2017,26411.652386780905
Journey’s End,2018,185653.7634408602
Talkin' Dirty After Dark,1991,2259374.8898678417
Another Happy Day,2011,12749.346376167183
L'attesa,2015,74028.59746835443
Getting It On,1983,3079017.686746988
Saraband,2005,1039361.6466973885
On a Clear Day,2006,291493.71428571426
MirrorMask,2005,1392437.837173579
Down in the Valley,2006,887263.0
Wandafuru raifu,1999,1513469.8919567827
Yamla Pagla Deewana,2011,1357749.4708759447
Five Corners,1988,2575262.8909551986
Savage Grace,2008,634373.919182536
Vanskabte Land,2022,68525.66586949094
The Sender,1982,3155934.1678756475
Strike,1998,1868087.6466257668
Seymour: An Introduction,2015,968065.458227848
Baghban,2003,1653257.0217391304
My Salinger Year,2021,63494.878228782276
Tyson,2009,1301451.8377622375
A Borrowed Identity,2015,423698.4405063291
Beyond The Reach,2015,60883.49367088608
Seules les bêtes,2019,11235.773171685569
The Dead,1987,2660848.0140845072
Gimme Danger,2016,577221.3699999999
Elena,2012,317782.26480836235
Unga Astrid,2018,150859.41218637992
Separate Lives,1995,1982838.6929133858
More Than a Game,2009,1393436.923076923
Appointment with Death,1988,2551450.3465765
Circumstance,2011,634840.5620275678
RUSH: Cinema Strangiato 2019,2019,1179039.346108721
The Devil Conspiracy,2023,789578.4023629801
King of the Mountain,1981,3315681.7689768975
Seraphine,2009,1296607.5860139858
The Endless,2018,340593.7395459976
Lu bian ye can,2016,35994.869999999995
The Fighting Preacher,2019,1175195.723113023
The Misfits,2021,116793.21918819187
Heart Beat,1980,3640194.932038835
Polina danser sa vie,2016,216415.92999999996
Purple Hearts,1984,2882185.5938402307
Dead of Winter,1987,2633509.6056338027
Happythankyoumoreplease,2011,302111.9786571809
Mystery Science Theatre 3000,1996,1903121.912045889
Un homme amoureux,1987,2627705.9366197186
Paprika,2007,1336620.109985528
Toni Morrison: The Pieces I Am,2019,1110320.1376613218
Personal Velocity,2002,1416135.1951083934
Xing fu shi guang,2002,417919.56420233456
Criminal,2004,1546590.022233986
"RM: Right People, Wrong Place",2024,714120.0
Flag Day,2021,492676.4014760147
Help! I'm a Fish,2001,840548.6662902314
Best of Enemies,2015,1184375.311392405
Landline,2017,1206872.695226438
Watchers,1988,2498650.8131868127
W.E.,2012,797057.4041811846
Honky Tonk Freeway,1981,3249225.425742574
Les voleurs,1996,1882199.9847036328
The Taking of Beverly Hills,1991,2168198.8898678417
Viaggio sola,2013,414140.3639484978
Tangerine,2015,931730.3696202531
Gentleman,2016,1176217.5599999998
The Tiger Rising,2022,897078.6908097027
Les cyclades,2023,19102.35379061372
Breaking and Entering,2006,1451088.5595238095
Absolute Beginners,1986,2668415.4963503648
Native Son,1986,2667150.437956204
Like Arrows,2019,1005772.6085256159
Nickel Boys,2024,637697.0
Aimée & Jaguar,2000,1692697.1010452963
Jimi: All is By My Side,2014,452819.680608365
Heat and Dust,1983,2889146.602409639
God Bless America,2012,167812.36933797906
La Reine Margot,1994,1964087.7732793523
The Hanging Garden,1997,1813443.5289719626
Mr. Pip,2013,2312.7965665236047
35 Up,1991,2131484.264317181
31,2016,1021564.1999999998
Chhapaak,2020,734167.7341576506
Chandni Chowk to China,2009,1351022.9706293705
The Man Without a Past,2003,1574643.352173913
Nouvelle-France,2004,1533493.0735839067
Angel Town,1990,2058658.4850803367
Une Vie,2016,49290.05999999999
Great Expectations,2013,349019.0832618025
Lost On A Mountain In Maine,2024,919785.0
When Night is Falling,1995,1897274.0314960629
Lerd,2017,5771.055079559364
Ruby,1992,2060039.3328581606
Inside,2023,947652.366261897
China Girl,1987,2540814.1901408453
Queen of Hearts,1989,2327117.8064516126
Gothic,1987,2535602.7887323946
Delgo,2008,1337390.1346957732
Poema de Salvación,2010,1319733.2819807427
Possessor,2020,914633.091190108
Kiseki,2011,203832.97109826587
The Rescue,2021,913569.8302583024
Stuart Saves His Family,1995,1880025.3543307085
Hands on a Hardbody,1998,1754564.171779141
Serena,2014,234293.74904942964
The Ballad of Gregorio Cortez,1983,2869373.493975904
The Sea of Trees,2016,26781.639999999996
Mirando al Cielo,2023,596733.6764030193
Va Savoir (Who Knows?),2001,1610741.6781479388
Simpatico,1999,1702485.4357743096
Starting Out in the Evening,2007,1368185.9913169318
WAQT,2005,1312115.3179723502
Generation Iron,2013,1146306.4480686693
Giulia e Giulia,1988,2394542.6880811495
The Brothers Solomon,2007,1366382.7033285093
The Great Buck Howard,2009,1100161.0853146852
The Kill Room,2023,143794.4049885133
The Naked Cage,1986,2574835.598540146
Inu-Oh,2022,377621.5756747523
The Glass Menagerie,1987,2479508.9577464787
Blithe Spirit,2020,343190.4389489953
Party Monster,2003,1269386.5826086956
The Caveman's Valentine,2001,1219753.0570299265
Spark: A Space Tail,2017,252004.87637698898
"Never, Rarely, Sometimes, Always",2020,20123.78670788253
Believe,2016,1166296.93
Kôkaku kidôtai,1995,1684944.6929133858
The Reports on Sarah and Saleem,2018,125156.49223416965
Badkonake sefid,1996,1781187.2122370936
Ratcatcher,1999,409973.0708283313
Met Opera: The Hours,2023,816567.0679356745
Gazon maudit,1996,1779483.9617590823
Looking for Comedy in the Muslim World,2006,1383946.380952381
Stryker,1983,2800180.2409638558
Ali and Ava,2022,46572.44687393235
The Blue Bird,1976,4901103.690685413
Everybody’s Everything,2019,672827.0660930778
The Return,2024,703978.0
La otra conquista,2000,1618393.1707317075
Mita Tova,2015,229313.01265822785
The Last Vermeer,2020,832625.4714064914
Place Vendome,2000,1615495.6515679443
Gaz Bar Blues,2003,1511621.5304347826
Maps to the Stars,2015,465286.7949367089
Female Perversions,1997,1731595.7084112149
Princess Kaiulani,2010,1274158.976616231
La Usurpadora,2023,165637.31145388907
The Blood of Heroes,1990,2122356.3580719205
CatVideoFest 2024,2024,790134.0
Chasing Ice,2012,838156.7142857142
The Hit,1985,2561877.881040892
Bangistan,2015,64596.59746835443
The Beautiful Country,2005,712585.2657450077
Le déclin de l'empire américain,1986,2509029.613138686
After Dark HorrorFest 2007: 8 More Fi…,2007,1326508.6541244572
Kings,2018,343473.5483870968
Wakefield,2017,336846.6976744186
Mother's Boys,1993,1901630.4498269896
Real Men,1987,2418618.8661971833
All Good Things,2010,839011.2132049518
Battle in Seattle,2008,326428.3920111472
Emma Smith: My Story,2008,1273994.6530422666
Buddy Games,2020,493107.48686244193
Parineeta,2005,1292304.7373271887
Parents,1989,2207219.84516129
Der Krieger und die Kaiserin,2001,1546361.576510446
Edge of Seventeen,1999,1643241.9831932771
Treasure,2024,541578.0
The Winter Guest,1997,1704792.3738317757
Más negro que la noche,2014,1155673.0342205323
Particle Fever,2014,1155374.174904943
Fool’s Paradise,2023,882397.083032491
Two Night Stand,2014,20720.91254752852
Herself,2020,7289.026275115918
Mandariinid,2015,151894.9974683544
Lizzie,2018,804038.872162485
Songwriter,1984,2620247.122232916
Latter Days,2004,1386618.8417151931
Come See The Paradise,1990,2082352.7467482786
Cut Throat City,2020,1039772.3091190106
Werewolves Within,2021,667993.2664206641
Brian and Charles,2022,462561.1342671677
Rebel in the Rye,2017,485253.5030599755
Humpday,2009,597106.4279720279
Redacted,2007,99170.22286541243
Georgia,1995,1776128.9448818897
Tattoo,1981,2976153.9801980196
Brain Donors,1992,1928002.5374198144
Anna Karenina,1997,1681801.0168224298
Young Adam,2004,1276973.2980412915
Offside,2007,272916.7930535456
Witnesses,2021,992813.7121771217
Guantanamera,1997,1675975.3121495326
Hum Tum,2004,1325907.5193223928
I Origins,2014,446923.51837769325
Heavy,1996,1707983.5105162524
Brigham City,2001,1512894.2202145678
Atlas Shrugged: Who Is John Galt?,2014,1131268.8466413182
The Domino Revival,2023,878501.9074499508
An American Rhapsody,2001,1509018.809712027
Cobb,1994,1802156.923076923
Girl Rising,2013,1146256.5218884118
Sol,2020,397.25193199381755
La Bête,2024,413978.0
Benediction,2022,216001.50051247008
"Fast, Cheap & Out of Control",1997,1662698.0336448597
Guadalupe,2006,1322692.9642857143
The Crossing Guard,1995,1748806.6771653541
Anna and the Apocalypse,2018,683136.9844683392
Nowhere to Hide,1987,2345457.211267606
Tokyo Godfathers,2004,610102.4372683959
Il capitale umano,2015,210328.29367088608
Children of the Revolution,1997,1656018.2579439252
Lord of Misrule,2023,3835.3291762389235
Alone with Her,2007,16360.023154848044
Four Good Days,2021,972028.5077490774
Tenue de soirée,1986,2420839.8394160583
A Call to Spy,2020,193176.2040185471
One Trick Pony,1980,3217315.485436893
Ek Villain,2014,550055.2192648923
Higher Ground,2011,1175758.1431747442
Dance With a Stranger,1985,2460913.405204461
Primer,2004,706958.9412387506
Wie man sein leben kocht,2007,1275476.6657018813
Johnny Cash: The Redemption of an Ame…,2022,902898.3669285958
Vita & Virginia,2019,76663.43371138052
The Battle of Shaker Heights,2003,479034.5347826087
Grand Piano,2013,30434.7296137339
Hva vil folk si,2018,55287.32138590203
Adore,2013,407532.5665236051
Husbands in Goa,2012,13878.240418118465
Illuminata,1999,1578871.1308523407
Fool For Love,1985,2443191.881040892
Lagaan,2001,1483710.5861095425
The Miracle,1991,1928687.0308370045
Hobo with a Shotgun,2011,983282.1556247219
Ghanchakkar,2013,273978.68497854075
The Exception,2017,909427.9755201958
Mujhse Shaadi Karogi,2004,1387500.959237692
Sur le rythme,2011,1164747.852378835
Lookin' To Get Out,1982,2711457.2766839378
Premam,2016,1081538.6199999999
Strange Way of Life,2023,520036.3793895635
Compliance,2012,437209.0766550522
Son of the Bride,2002,1090793.2362423567
Mr. Right,2016,45449.13999999999
The Protector,1985,2422980.8698884756
Breakfast on Pluto,2005,1334065.3640552994
Armaan,2003,514334.4782608695
Le Moine,2012,11527.087108013937
Marvin ou la belle éducation,2017,4386.976744186047
Experience Preferred,1983,2596798.795180723
I.O.U.S.A.,2008,1198963.5968416163
Labios Rojos,2011,190349.69853268116
Life Itself,2014,1076496.567807351
Sarah Landon and the Paranormal Hour,2007,1240515.0217076698
The D Train,2015,888396.2329113923
The Thing About My Folks,2005,1312174.88172043
Love,2015,331201.16455696203
What If...,2010,1174720.0660247593
Trembling Before G-D,2001,1355869.971767363
Donkey Punch,2009,28386.875524475523
Charly,2002,1423740.9138410226
Between Me and My Mind,2019,1000674.8283144309
Paint,2023,837580.3793895636
"In weiter Ferne, so nah!",1993,1763370.6020761246
Limbo,2021,260342.92250922506
Bill W.,2012,1108602.3344947733
The Wrecking Crew,2015,1063396.3139240507
Napszállta,2018,206240.6403823178
Streets,1990,1945407.130833971
Waiting for the Light,1990,1945310.91048202
Waxwork,1988,2147684.2062552827
Bulletproof,1988,2147240.3786982247
Ai Weiwei: Never Sorry,2012,669707.6027874564
Head Above Water,1997,63099.39439252336
La Gomera,2019,68373.70043019163
Red Army,2015,921506.4
JONI 75: A Birthday Celebration,2019,924885.6159561987
Runway 34,2022,590371.6624530235
The Lodgers,2018,9217.89247311828
Janet Planet,2024,793638.0
The Barbarians,1987,2214084.5070422534
The Tillman Story,2010,1151704.4291609353
ODESZA: The Last Goodbye Cinematic Ex…,2023,784194.2894650477
Chunhyang,2000,1457377.2822299653
Intacto,2002,528966.203446359
Manglehorn,2015,175467.03797468354
Echelon Conspiracy,2009,1167773.941258741
The Catcher Was A Spy,2018,908045.046594982
Rampage,1992,1784590.8709907338
How to Have Sex,2023,183026.8198227765
Alone Yet Not Alone,2014,1056972.4207858047
Sanctuary,2023,552238.9051526091
Lemming,2006,127409.9761904762
De De Pyaar De,2019,523713.92100117326
Omar,2013,786674.6781115879
Molière,2007,964179.7163531113
The King of Kong,2007,1023619.9710564398
Die große Stille,2007,1198833.1345875543
The River Rat,1984,2391297.95572666
Prisoner of the Mountains,1997,1547666.8112149532
Beyond Therapy,1987,2186408.4507042253
Bhagam Bhag,2006,1231966.107142857
Thin Ice,2012,1081437.407665505
Stopmotion,2024,789226.0
Berlin Syndrome,2017,36763.3782129743
The Ten,2007,1167399.2011577422
Trespass,2011,23508.005335704755
Dupa dealuri,2012,160605.54355400696
Intimacy,2001,997619.0717108977
Showing Up,2023,778501.6580242863
Gabbar is Back,2015,366705.81265822786
The Paris Opera,2017,71169.07711138311
She Came to Me,2023,678956.4476534296
Firelight,1998,1513014.3165644172
Up the Yangtze,2008,1144820.4997677659
POM Wonderful Presents: The Greatest …,2011,892560.4908848376
Unconditional,2012,1015201.1602787456
Prince Avalanche,2013,276805.5862660944
The Wonder of it All,2009,1144761.9132867132
Without Limits,1998,1505119.5975460121
A Midwinter's Tale,1995,594393.4173228346
Pippi Longstocking,1997,1526358.1308411215
Turtle Beach,1992,1744628.6813970061
Laura Cadieux .. La Suite,1999,1467219.50060024
Anthropocene: The Human Epoch,2018,684545.5866188769
Roller Boogie,1979,3356774.3140495867
Bird,2024,147838.0
New Waterford Girl,2000,1414013.087108014
"Kumiko, The Treasure Hunter",2015,826968.8405063291
Heaven,2002,1353225.485269594
L'enfant prodige,2010,1115197.4140302613
Beastmaster 2: Through the Portal of …,1991,1785501.1453744494
Bloody Sunday,2002,1351322.3079488603
Die Schule der magischen Tiere,2021,334602.8103321033
The Church,2019,948788.3770043019
Kiss or Kill,1997,1510473.5850467288
Shortcut,2020,921117.8948995362
Pariah,2011,1075798.7941307246
The Girl Next Door,2000,1404889.6445993031
Shy People,1988,2044049.1428571427
Passion of Mind,2000,1404044.3066202092
Of an Age,2023,574303.6560551362
Pâfekuto burû,1998,1472699.7496932514
Slingshot,2024,735739.0
A Small Circle of Friends,1980,2925598.834951456
The Sum of Us,1995,1580251.968503937
Listen Up: Quincy Jones,1990,1842400.8385615915
Uproar,2023,27153.759107318674
Ante Sundaraniki,2022,667039.2893747864
Madame Hyde,2018,23322.695340501792
"Bodies, Rest & Motion",1993,1662475.3993079585
Summer Wars (サマーウォーズ),2009,114594.03636363635
Fire and Ice,1983,2401823.4457831327
Praia do Futuro,2014,27388.795944233207
The Hanoi Hilton,1987,2103380.2816901407
Dekalog,1990,1827941.32517215
Sherrybaby,2006,310619.71428571426
